variable,search_domain,forecast_domain,anomaly_search,reference_date,forecast_date,forecast_error
sst,alaska,north_pacific,True,2004-10-06,2004-10-15,1.031
sst,alaska,north_pacific,True,2004-10-06,2004-10-16,1.042
sst,alaska,north_pacific,True,2004-10-06,2004-10-17,1.033
sst,alaska,north_pacific,True,2004-10-06,2004-10-18,0.988
sst,alaska,north_pacific,True,2004-10-06,2004-10-19,0.994
sst,alaska,north_pacific,True,2004-10-06,2004-10-20,0.997
sst,alaska,north_pacific,True,2004-10-08,2004-10-09,1.104
sst,alaska,north_pacific,True,2004-10-08,2004-10-10,1.095
sst,alaska,north_pacific,True,2004-10-08,2004-10-11,1.088
sst,alaska,north_pacific,True,2004-10-08,2004-10-12,1.087
sst,alaska,north_pacific,True,2004-10-08,2004-10-13,1.087
sst,alaska,north_pacific,True,2004-10-08,2004-10-14,1.109
sst,alaska,north_pacific,True,2004-10-08,2004-10-15,1.137
sst,alaska,north_pacific,True,2004-10-08,2004-10-16,1.147
sst,alaska,north_pacific,True,2004-10-08,2004-10-17,1.16
sst,alaska,north_pacific,True,2004-10-08,2004-10-18,1.11
sst,alaska,north_pacific,True,2004-10-08,2004-10-19,1.109
sst,alaska,north_pacific,True,2004-10-08,2004-10-20,1.108
sst,alaska,north_pacific,True,2004-10-08,2004-10-21,1.103
sst,alaska,north_pacific,True,2004-10-08,2004-10-22,1.083
sst,alaska,north_pacific,True,2011-11-04,2011-11-05,0.994
sst,alaska,north_pacific,True,2011-11-04,2011-11-06,1.009
sst,alaska,north_pacific,True,2011-11-04,2011-11-07,1.07
sst,alaska,north_pacific,True,2011-11-04,2011-11-08,1.073
sst,alaska,north_pacific,True,2011-11-04,2011-11-09,1.107
sst,alaska,north_pacific,True,2011-11-04,2011-11-10,1.112
sst,alaska,north_pacific,True,2011-11-04,2011-11-11,1.086
sst,alaska,north_pacific,True,2011-11-04,2011-11-12,1.076
sst,alaska,north_pacific,True,2011-11-04,2011-11-13,1.103
sst,alaska,north_pacific,True,2011-11-04,2011-11-14,1.104
sst,alaska,north_pacific,True,2011-11-04,2011-11-15,1.07
sst,alaska,north_pacific,True,2011-11-04,2011-11-16,1.117
sst,alaska,north_pacific,True,2011-11-04,2011-11-17,1.091
sst,alaska,north_pacific,True,2011-11-04,2011-11-18,1.09
sst,alaska,north_pacific,True,2011-11-06,2011-11-07,1.389
sst,alaska,north_pacific,True,2011-11-06,2011-11-08,1.397
sst,alaska,north_pacific,True,2011-11-06,2011-11-09,1.406
sst,alaska,north_pacific,True,2011-11-06,2011-11-10,1.415
sst,alaska,north_pacific,True,2011-11-06,2011-11-11,1.404
sst,alaska,north_pacific,True,2011-11-06,2011-11-12,1.378
sst,alaska,north_pacific,True,2011-11-06,2011-11-13,1.423
sst,alaska,north_pacific,True,2011-11-06,2011-11-14,1.428
sst,alaska,north_pacific,True,2011-11-06,2011-11-15,1.415
sst,alaska,north_pacific,True,2011-11-06,2011-11-16,1.486
sst,alaska,north_pacific,True,2011-11-06,2011-11-17,1.414
sst,alaska,north_pacific,True,2011-11-06,2011-11-18,1.393
sst,alaska,north_pacific,True,2011-11-06,2011-11-19,1.369
sst,alaska,north_pacific,True,2011-11-06,2011-11-20,1.368
sst,alaska,northern_hs,False,2004-10-06,2004-10-07,0.644
sst,alaska,northern_hs,False,2004-10-06,2004-10-08,0.632
sst,alaska,northern_hs,False,2004-10-06,2004-10-09,0.627
sst,alaska,northern_hs,False,2004-10-06,2004-10-10,0.624
sst,alaska,northern_hs,False,2004-10-06,2004-10-11,0.62
sst,alaska,northern_hs,False,2004-10-06,2004-10-12,0.616
sst,alaska,northern_hs,False,2004-10-06,2004-10-13,0.618
sst,alaska,northern_hs,False,2004-10-06,2004-10-14,0.622
sst,alaska,northern_hs,False,2004-10-06,2004-10-15,0.625
sst,alaska,northern_hs,False,2004-10-06,2004-10-16,0.626
sst,alaska,northern_hs,False,2004-10-06,2004-10-17,0.628
sst,alaska,northern_hs,False,2004-10-06,2004-10-18,0.624
sst,alaska,northern_hs,False,2004-10-06,2004-10-19,0.616
sst,alaska,northern_hs,False,2004-10-06,2004-10-20,0.615
sst,alaska,northern_hs,False,2004-10-08,2004-10-09,0.636
sst,alaska,northern_hs,False,2004-10-08,2004-10-10,0.634
sst,alaska,northern_hs,False,2004-10-08,2004-10-11,0.629
sst,alaska,northern_hs,False,2004-10-08,2004-10-12,0.626
sst,alaska,northern_hs,False,2004-10-08,2004-10-13,0.63
sst,alaska,northern_hs,False,2004-10-08,2004-10-14,0.634
sst,alaska,northern_hs,False,2004-10-08,2004-10-15,0.638
sst,alaska,northern_hs,False,2004-10-08,2004-10-16,0.638
sst,alaska,northern_hs,False,2004-10-08,2004-10-17,0.635
sst,alaska,northern_hs,False,2004-10-08,2004-10-18,0.652
sst,alaska,northern_hs,False,2004-10-08,2004-10-19,0.628
sst,alaska,northern_hs,False,2004-10-08,2004-10-20,0.625
sst,alaska,northern_hs,False,2004-10-08,2004-10-21,0.625
sst,alaska,northern_hs,False,2004-10-08,2004-10-22,0.618
sst,alaska,northern_hs,False,2011-11-04,2011-11-05,0.608
sst,alaska,northern_hs,False,2011-11-04,2011-11-06,0.623
sst,alaska,northern_hs,False,2011-11-04,2011-11-07,0.63
sst,alaska,northern_hs,False,2011-11-04,2011-11-08,0.629
sst,alaska,northern_hs,False,2011-11-04,2011-11-09,0.672
sst,alaska,northern_hs,False,2011-11-04,2011-11-10,0.656
sst,alaska,northern_hs,False,2011-11-04,2011-11-11,0.64
sst,alaska,northern_hs,False,2011-11-04,2011-11-12,0.633
sst,alaska,northern_hs,False,2011-11-04,2011-11-13,0.662
sst,alaska,northern_hs,False,2011-11-04,2011-11-14,0.656
sst,alaska,northern_hs,False,2011-11-04,2011-11-15,0.655
sst,alaska,northern_hs,False,2011-11-04,2011-11-16,0.669
sst,alaska,northern_hs,False,2011-11-04,2011-11-17,0.664
sst,alaska,northern_hs,False,2011-11-04,2011-11-18,0.657
sst,alaska,northern_hs,False,2011-11-06,2011-11-07,0.603
sst,alaska,northern_hs,False,2011-11-06,2011-11-08,0.616
sst,alaska,northern_hs,False,2011-11-06,2011-11-09,0.649
sst,alaska,northern_hs,False,2011-11-06,2011-11-10,0.643
sst,alaska,northern_hs,False,2011-11-06,2011-11-11,0.625
sst,alaska,northern_hs,False,2011-11-06,2011-11-12,0.615
sst,alaska,northern_hs,False,2011-11-06,2011-11-13,0.642
sst,alaska,northern_hs,False,2011-11-06,2011-11-14,0.639
sst,alaska,northern_hs,False,2011-11-06,2011-11-15,0.636
sst,alaska,northern_hs,False,2011-11-06,2011-11-16,0.644
sst,alaska,northern_hs,False,2011-11-06,2011-11-17,0.63
sst,alaska,northern_hs,False,2011-11-06,2011-11-18,0.629
sst,alaska,northern_hs,False,2011-11-06,2011-11-19,0.63
sst,alaska,northern_hs,False,2011-11-06,2011-11-20,0.648
sst,alaska,northern_hs,True,2004-10-06,2004-10-07,0.942
sst,alaska,northern_hs,True,2004-10-06,2004-10-08,0.934
sst,alaska,northern_hs,True,2004-10-06,2004-10-09,0.924
sst,alaska,northern_hs,True,2004-10-06,2004-10-10,0.914
sst,alaska,northern_hs,True,2004-10-06,2004-10-11,0.904
sst,alaska,northern_hs,True,2004-10-06,2004-10-12,0.901
sst,alaska,northern_hs,True,2004-10-06,2004-10-13,0.901
sst,alaska,northern_hs,True,2004-10-06,2004-10-14,0.906
sst,alaska,northern_hs,True,2004-10-06,2004-10-15,0.907
sst,alaska,northern_hs,True,2004-10-06,2004-10-16,0.918
sst,alaska,northern_hs,True,2004-10-06,2004-10-17,0.907
sst,alaska,northern_hs,True,2004-10-06,2004-10-18,0.879
sst,alaska,northern_hs,True,2004-10-06,2004-10-19,0.886
sst,alaska,northern_hs,True,2004-10-06,2004-10-20,0.897
sst,alaska,northern_hs,True,2004-10-08,2004-10-09,0.998
sst,alaska,northern_hs,True,2004-10-08,2004-10-10,0.987
sst,alaska,northern_hs,True,2004-10-08,2004-10-11,0.981
sst,alaska,northern_hs,True,2004-10-08,2004-10-12,0.982
sst,alaska,northern_hs,True,2004-10-08,2004-10-13,0.982
sst,alaska,northern_hs,True,2004-10-08,2004-10-14,0.994
sst,alaska,northern_hs,True,2004-10-08,2004-10-15,1.011
sst,alaska,northern_hs,True,2004-10-08,2004-10-16,1.018
sst,alaska,northern_hs,True,2004-10-08,2004-10-17,1.02
sst,alaska,northern_hs,True,2004-10-08,2004-10-18,0.994
sst,alaska,northern_hs,True,2004-10-08,2004-10-19,0.998
sst,alaska,northern_hs,True,2004-10-08,2004-10-20,1.001
sst,alaska,northern_hs,True,2004-10-08,2004-10-21,0.999
sst,alaska,northern_hs,True,2004-10-08,2004-10-22,0.992
sst,alaska,northern_hs,True,2011-11-04,2011-11-05,0.936
sst,alaska,northern_hs,True,2011-11-04,2011-11-06,0.934
sst,alaska,northern_hs,True,2011-11-04,2011-11-07,0.942
sst,alaska,northern_hs,True,2011-11-04,2011-11-08,0.957
sst,alaska,northern_hs,True,2011-11-04,2011-11-09,0.974
sst,alaska,northern_hs,True,2011-11-04,2011-11-10,0.971
sst,alaska,northern_hs,True,2011-11-04,2011-11-11,0.956
sst,alaska,northern_hs,True,2011-11-04,2011-11-12,0.945
sst,alaska,northern_hs,True,2011-11-04,2011-11-13,0.953
sst,alaska,northern_hs,True,2011-11-04,2011-11-14,0.949
sst,alaska,northern_hs,True,2011-11-04,2011-11-15,0.932
sst,alaska,northern_hs,True,2011-11-04,2011-11-16,0.95
sst,alaska,northern_hs,True,2011-11-04,2011-11-17,0.941
sst,alaska,northern_hs,True,2011-11-04,2011-11-18,0.935
sst,alaska,northern_hs,True,2011-11-06,2011-11-07,1.263
sst,alaska,northern_hs,True,2011-11-06,2011-11-08,1.281
sst,alaska,northern_hs,True,2011-11-06,2011-11-09,1.283
sst,alaska,northern_hs,True,2011-11-06,2011-11-10,1.272
sst,alaska,northern_hs,True,2011-11-06,2011-11-11,1.26
sst,alaska,northern_hs,True,2011-11-06,2011-11-12,1.248
sst,alaska,northern_hs,True,2011-11-06,2011-11-13,1.262
sst,alaska,northern_hs,True,2011-11-06,2011-11-14,1.264
sst,alaska,northern_hs,True,2011-11-06,2011-11-15,1.253
sst,alaska,northern_hs,True,2011-11-06,2011-11-16,1.282
sst,alaska,northern_hs,True,2011-11-06,2011-11-17,1.241
sst,alaska,northern_hs,True,2011-11-06,2011-11-18,1.223
sst,alaska,northern_hs,True,2011-11-06,2011-11-19,1.224
sst,alaska,northern_hs,True,2011-11-06,2011-11-20,1.224
sst,alaska,panarctic,False,2004-10-06,2004-10-07,0.657
sst,alaska,panarctic,False,2004-10-06,2004-10-08,0.639
sst,alaska,panarctic,False,2004-10-06,2004-10-09,0.629
sst,alaska,panarctic,False,2004-10-06,2004-10-10,0.619
sst,alaska,panarctic,False,2004-10-06,2004-10-11,0.621
sst,alaska,panarctic,False,2004-10-06,2004-10-12,0.615
sst,alaska,panarctic,False,2004-10-06,2004-10-13,0.611
sst,alaska,panarctic,False,2004-10-06,2004-10-14,0.602
sst,alaska,panarctic,False,2004-10-06,2004-10-15,0.582
sst,alaska,panarctic,False,2004-10-06,2004-10-16,0.567
sst,alaska,panarctic,False,2004-10-06,2004-10-17,0.572
sst,alaska,panarctic,False,2004-10-06,2004-10-18,0.575
sst,alaska,panarctic,False,2004-10-06,2004-10-19,0.555
sst,alaska,panarctic,False,2004-10-06,2004-10-20,0.54
sst,alaska,panarctic,False,2004-10-08,2004-10-09,0.654
sst,alaska,panarctic,False,2004-10-08,2004-10-10,0.648
sst,alaska,panarctic,False,2004-10-08,2004-10-11,0.642
sst,alaska,panarctic,False,2004-10-08,2004-10-12,0.632
sst,alaska,panarctic,False,2004-10-08,2004-10-13,0.634
sst,alaska,panarctic,False,2004-10-08,2004-10-14,0.626
sst,alaska,panarctic,False,2004-10-08,2004-10-15,0.61
sst,alaska,panarctic,False,2004-10-08,2004-10-16,0.597
sst,alaska,panarctic,False,2004-10-08,2004-10-17,0.594
sst,alaska,panarctic,False,2004-10-08,2004-10-18,0.628
sst,alaska,panarctic,False,2004-10-08,2004-10-19,0.575
sst,alaska,panarctic,False,2004-10-08,2004-10-20,0.56
sst,alaska,panarctic,False,2004-10-08,2004-10-21,0.549
sst,alaska,panarctic,False,2004-10-08,2004-10-22,0.537
sst,alaska,panarctic,False,2011-11-04,2011-11-05,0.42
sst,alaska,panarctic,False,2011-11-04,2011-11-06,0.437
sst,alaska,panarctic,False,2011-11-04,2011-11-07,0.417
sst,alaska,panarctic,False,2011-11-04,2011-11-08,0.444
sst,alaska,panarctic,False,2011-11-04,2011-11-09,0.476
sst,alaska,panarctic,False,2011-11-04,2011-11-10,0.422
sst,alaska,panarctic,False,2011-11-04,2011-11-11,0.424
sst,alaska,panarctic,False,2011-11-04,2011-11-12,0.408
sst,alaska,panarctic,False,2011-11-04,2011-11-13,0.394
sst,alaska,panarctic,False,2011-11-04,2011-11-14,0.385
sst,alaska,panarctic,False,2011-11-04,2011-11-15,0.387
sst,alaska,panarctic,False,2011-11-04,2011-11-16,0.371
sst,alaska,panarctic,False,2011-11-04,2011-11-17,0.369
sst,alaska,panarctic,False,2011-11-04,2011-11-18,0.369
sst,alaska,panarctic,False,2011-11-06,2011-11-07,0.406
sst,alaska,panarctic,False,2011-11-06,2011-11-08,0.431
sst,alaska,panarctic,False,2011-11-06,2011-11-09,0.45
sst,alaska,panarctic,False,2011-11-06,2011-11-10,0.411
sst,alaska,panarctic,False,2011-11-06,2011-11-11,0.411
sst,alaska,panarctic,False,2011-11-06,2011-11-12,0.387
sst,alaska,panarctic,False,2011-11-06,2011-11-13,0.379
sst,alaska,panarctic,False,2011-11-06,2011-11-14,0.382
sst,alaska,panarctic,False,2011-11-06,2011-11-15,0.385
sst,alaska,panarctic,False,2011-11-06,2011-11-16,0.348
sst,alaska,panarctic,False,2011-11-06,2011-11-17,0.35
sst,alaska,panarctic,False,2011-11-06,2011-11-18,0.343
sst,alaska,panarctic,False,2011-11-06,2011-11-19,0.344
sst,alaska,panarctic,False,2011-11-06,2011-11-20,0.364
sst,alaska,panarctic,True,2004-10-06,2004-10-07,0.778
sst,alaska,panarctic,True,2004-10-06,2004-10-08,0.749
sst,alaska,panarctic,True,2004-10-06,2004-10-09,0.719
sst,alaska,panarctic,True,2004-10-06,2004-10-10,0.698
sst,alaska,panarctic,True,2004-10-06,2004-10-11,0.688
sst,alaska,panarctic,True,2004-10-06,2004-10-12,0.687
sst,alaska,panarctic,True,2004-10-06,2004-10-13,0.699
sst,alaska,panarctic,True,2004-10-06,2004-10-14,0.712
sst,alaska,panarctic,True,2004-10-06,2004-10-15,0.711
sst,alaska,panarctic,True,2004-10-06,2004-10-16,0.724
sst,alaska,panarctic,True,2004-10-06,2004-10-17,0.702
sst,alaska,panarctic,True,2004-10-06,2004-10-18,0.651
sst,alaska,panarctic,True,2004-10-06,2004-10-19,0.639
sst,alaska,panarctic,True,2004-10-06,2004-10-20,0.629
sst,alaska,panarctic,True,2004-10-08,2004-10-09,0.826
sst,alaska,panarctic,True,2004-10-08,2004-10-10,0.809
sst,alaska,panarctic,True,2004-10-08,2004-10-11,0.801
sst,alaska,panarctic,True,2004-10-08,2004-10-12,0.802
sst,alaska,panarctic,True,2004-10-08,2004-10-13,0.809
sst,alaska,panarctic,True,2004-10-08,2004-10-14,0.818
sst,alaska,panarctic,True,2004-10-08,2004-10-15,0.825
sst,alaska,panarctic,True,2004-10-08,2004-10-16,0.818
sst,alaska,panarctic,True,2004-10-08,2004-10-17,0.816
sst,alaska,panarctic,True,2004-10-08,2004-10-18,0.753
sst,alaska,panarctic,True,2004-10-08,2004-10-19,0.744
sst,alaska,panarctic,True,2004-10-08,2004-10-20,0.729
sst,alaska,panarctic,True,2004-10-08,2004-10-21,0.713
sst,alaska,panarctic,True,2004-10-08,2004-10-22,0.702
sst,alaska,panarctic,True,2011-11-04,2011-11-05,0.7
sst,alaska,panarctic,True,2011-11-04,2011-11-06,0.704
sst,alaska,panarctic,True,2011-11-04,2011-11-07,0.646
sst,alaska,panarctic,True,2011-11-04,2011-11-08,0.69
sst,alaska,panarctic,True,2011-11-04,2011-11-09,0.715
sst,alaska,panarctic,True,2011-11-04,2011-11-10,0.661
sst,alaska,panarctic,True,2011-11-04,2011-11-11,0.642
sst,alaska,panarctic,True,2011-11-04,2011-11-12,0.631
sst,alaska,panarctic,True,2011-11-04,2011-11-13,0.616
sst,alaska,panarctic,True,2011-11-04,2011-11-14,0.608
sst,alaska,panarctic,True,2011-11-04,2011-11-15,0.582
sst,alaska,panarctic,True,2011-11-04,2011-11-16,0.551
sst,alaska,panarctic,True,2011-11-04,2011-11-17,0.549
sst,alaska,panarctic,True,2011-11-04,2011-11-18,0.566
sst,alaska,panarctic,True,2011-11-06,2011-11-07,0.839
sst,alaska,panarctic,True,2011-11-06,2011-11-08,0.878
sst,alaska,panarctic,True,2011-11-06,2011-11-09,0.88
sst,alaska,panarctic,True,2011-11-06,2011-11-10,0.839
sst,alaska,panarctic,True,2011-11-06,2011-11-11,0.829
sst,alaska,panarctic,True,2011-11-06,2011-11-12,0.822
sst,alaska,panarctic,True,2011-11-06,2011-11-13,0.781
sst,alaska,panarctic,True,2011-11-06,2011-11-14,0.785
sst,alaska,panarctic,True,2011-11-06,2011-11-15,0.753
sst,alaska,panarctic,True,2011-11-06,2011-11-16,0.714
sst,alaska,panarctic,True,2011-11-06,2011-11-17,0.694
sst,alaska,panarctic,True,2011-11-06,2011-11-18,0.697
sst,alaska,panarctic,True,2011-11-06,2011-11-19,0.706
sst,alaska,panarctic,True,2011-11-06,2011-11-20,0.692
sst,north_pacific,alaska,False,2004-10-06,2004-10-07,0.647
sst,north_pacific,alaska,False,2004-10-06,2004-10-08,0.645
sst,north_pacific,alaska,False,2004-10-06,2004-10-09,0.657
sst,north_pacific,alaska,False,2004-10-06,2004-10-10,0.683
sst,north_pacific,alaska,False,2004-10-06,2004-10-11,0.722
sst,north_pacific,alaska,False,2004-10-06,2004-10-12,0.757
sst,north_pacific,alaska,False,2004-10-06,2004-10-13,0.783
sst,north_pacific,alaska,False,2004-10-06,2004-10-14,0.797
sst,north_pacific,alaska,False,2004-10-06,2004-10-15,0.796
sst,north_pacific,alaska,False,2004-10-06,2004-10-16,0.78
sst,north_pacific,alaska,False,2004-10-06,2004-10-17,0.813
sst,north_pacific,alaska,False,2004-10-06,2004-10-18,0.752
sst,north_pacific,alaska,False,2004-10-06,2004-10-19,0.735
sst,north_pacific,alaska,False,2004-10-06,2004-10-20,0.728
sst,north_pacific,alaska,False,2004-10-08,2004-10-09,0.71
sst,north_pacific,alaska,False,2004-10-08,2004-10-10,0.71
sst,north_pacific,alaska,False,2004-10-08,2004-10-11,0.725
sst,north_pacific,alaska,False,2004-10-08,2004-10-12,0.74
sst,north_pacific,alaska,False,2004-10-08,2004-10-13,0.756
sst,north_pacific,alaska,False,2004-10-08,2004-10-14,0.776
sst,north_pacific,alaska,False,2004-10-08,2004-10-15,0.861
sst,north_pacific,alaska,False,2004-10-08,2004-10-16,0.875
sst,north_pacific,alaska,False,2004-10-08,2004-10-17,0.908
sst,north_pacific,alaska,False,2004-10-08,2004-10-18,0.812
sst,north_pacific,alaska,False,2004-10-08,2004-10-19,0.808
sst,north_pacific,alaska,False,2004-10-08,2004-10-20,0.812
sst,north_pacific,alaska,False,2004-10-08,2004-10-21,0.822
sst,north_pacific,alaska,False,2004-10-08,2004-10-22,0.818
sst,north_pacific,alaska,False,2011-11-04,2011-11-05,0.384
sst,north_pacific,alaska,False,2011-11-04,2011-11-06,0.409
sst,north_pacific,alaska,False,2011-11-04,2011-11-07,0.455
sst,north_pacific,alaska,False,2011-11-04,2011-11-08,0.424
sst,north_pacific,alaska,False,2011-11-04,2011-11-09,0.524
sst,north_pacific,alaska,False,2011-11-04,2011-11-10,0.52
sst,north_pacific,alaska,False,2011-11-04,2011-11-11,0.575
sst,north_pacific,alaska,False,2011-11-04,2011-11-12,0.544
sst,north_pacific,alaska,False,2011-11-04,2011-11-13,0.444
sst,north_pacific,alaska,False,2011-11-04,2011-11-14,0.456
sst,north_pacific,alaska,False,2011-11-04,2011-11-15,0.438
sst,north_pacific,alaska,False,2011-11-04,2011-11-16,0.427
sst,north_pacific,alaska,False,2011-11-04,2011-11-17,0.482
sst,north_pacific,alaska,False,2011-11-04,2011-11-18,0.5
sst,north_pacific,alaska,False,2011-11-06,2011-11-07,0.438
sst,north_pacific,alaska,False,2011-11-06,2011-11-08,0.407
sst,north_pacific,alaska,False,2011-11-06,2011-11-09,0.496
sst,north_pacific,alaska,False,2011-11-06,2011-11-10,0.481
sst,north_pacific,alaska,False,2011-11-06,2011-11-11,0.536
sst,north_pacific,alaska,False,2011-11-06,2011-11-12,0.498
sst,north_pacific,alaska,False,2011-11-06,2011-11-13,0.437
sst,north_pacific,alaska,False,2011-11-06,2011-11-14,0.452
sst,north_pacific,alaska,False,2011-11-06,2011-11-15,0.407
sst,north_pacific,alaska,False,2011-11-06,2011-11-16,0.413
sst,north_pacific,alaska,False,2011-11-06,2011-11-17,0.454
sst,north_pacific,alaska,False,2011-11-06,2011-11-18,0.486
sst,north_pacific,alaska,False,2011-11-06,2011-11-19,0.527
sst,north_pacific,alaska,False,2011-11-06,2011-11-20,0.532
sst,north_pacific,alaska,True,2004-10-06,2004-10-07,2.521
sst,north_pacific,alaska,True,2004-10-06,2004-10-08,2.471
sst,north_pacific,alaska,True,2004-10-06,2004-10-09,2.436
sst,north_pacific,alaska,True,2004-10-06,2004-10-10,2.42
sst,north_pacific,alaska,True,2004-10-06,2004-10-11,2.397
sst,north_pacific,alaska,True,2004-10-06,2004-10-12,2.385
sst,north_pacific,alaska,True,2004-10-06,2004-10-13,2.387
sst,north_pacific,alaska,True,2004-10-06,2004-10-14,2.42
sst,north_pacific,alaska,True,2004-10-06,2004-10-15,2.486
sst,north_pacific,alaska,True,2004-10-06,2004-10-16,2.536
sst,north_pacific,alaska,True,2004-10-06,2004-10-17,2.595
sst,north_pacific,alaska,True,2004-10-06,2004-10-18,2.441
sst,north_pacific,alaska,True,2004-10-06,2004-10-19,2.447
sst,north_pacific,alaska,True,2004-10-06,2004-10-20,2.485
sst,north_pacific,alaska,True,2004-10-08,2004-10-09,2.351
sst,north_pacific,alaska,True,2004-10-08,2004-10-10,2.325
sst,north_pacific,alaska,True,2004-10-08,2004-10-11,2.314
sst,north_pacific,alaska,True,2004-10-08,2004-10-12,2.313
sst,north_pacific,alaska,True,2004-10-08,2004-10-13,2.32
sst,north_pacific,alaska,True,2004-10-08,2004-10-14,2.34
sst,north_pacific,alaska,True,2004-10-08,2004-10-15,2.393
sst,north_pacific,alaska,True,2004-10-08,2004-10-16,2.452
sst,north_pacific,alaska,True,2004-10-08,2004-10-17,2.497
sst,north_pacific,alaska,True,2004-10-08,2004-10-18,2.383
sst,north_pacific,alaska,True,2004-10-08,2004-10-19,2.401
sst,north_pacific,alaska,True,2004-10-08,2004-10-20,2.45
sst,north_pacific,alaska,True,2004-10-08,2004-10-21,2.453
sst,north_pacific,alaska,True,2004-10-08,2004-10-22,2.426
sst,north_pacific,alaska,True,2011-11-04,2011-11-05,0.719
sst,north_pacific,alaska,True,2011-11-04,2011-11-06,0.802
sst,north_pacific,alaska,True,2011-11-04,2011-11-07,0.717
sst,north_pacific,alaska,True,2011-11-04,2011-11-08,0.73
sst,north_pacific,alaska,True,2011-11-04,2011-11-09,0.906
sst,north_pacific,alaska,True,2011-11-04,2011-11-10,0.87
sst,north_pacific,alaska,True,2011-11-04,2011-11-11,0.944
sst,north_pacific,alaska,True,2011-11-04,2011-11-12,0.971
sst,north_pacific,alaska,True,2011-11-04,2011-11-13,0.861
sst,north_pacific,alaska,True,2011-11-04,2011-11-14,0.825
sst,north_pacific,alaska,True,2011-11-04,2011-11-15,0.765
sst,north_pacific,alaska,True,2011-11-04,2011-11-16,0.801
sst,north_pacific,alaska,True,2011-11-04,2011-11-17,0.812
sst,north_pacific,alaska,True,2011-11-04,2011-11-18,0.779
sst,north_pacific,alaska,True,2011-11-06,2011-11-07,0.477
sst,north_pacific,alaska,True,2011-11-06,2011-11-08,0.477
sst,north_pacific,alaska,True,2011-11-06,2011-11-09,0.546
sst,north_pacific,alaska,True,2011-11-06,2011-11-10,0.518
sst,north_pacific,alaska,True,2011-11-06,2011-11-11,0.604
sst,north_pacific,alaska,True,2011-11-06,2011-11-12,0.598
sst,north_pacific,alaska,True,2011-11-06,2011-11-13,0.536
sst,north_pacific,alaska,True,2011-11-06,2011-11-14,0.521
sst,north_pacific,alaska,True,2011-11-06,2011-11-15,0.487
sst,north_pacific,alaska,True,2011-11-06,2011-11-16,0.505
sst,north_pacific,alaska,True,2011-11-06,2011-11-17,0.562
sst,north_pacific,alaska,True,2011-11-06,2011-11-18,0.575
sst,north_pacific,alaska,True,2011-11-06,2011-11-19,0.597
sst,north_pacific,alaska,True,2011-11-06,2011-11-20,0.588
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-07,0.59
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-08,0.596
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-09,0.607
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-10,0.615
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-11,0.619
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-12,0.616
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-13,0.616
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-14,0.619
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-15,0.625
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-16,0.63
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-17,0.645
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-18,0.661
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-19,0.671
sst,north_pacific,north_pacific,False,2004-10-06,2004-10-20,0.679
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-09,0.591
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-10,0.588
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-11,0.588
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-12,0.585
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-13,0.588
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-14,0.598
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-15,0.629
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-16,0.639
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-17,0.653
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-18,0.634
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-19,0.64
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-20,0.648
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-21,0.654
sst,north_pacific,north_pacific,False,2004-10-08,2004-10-22,0.656
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-05,0.474
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-06,0.478
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-07,0.518
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-08,0.508
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-09,0.551
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-10,0.554
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-11,0.532
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-12,0.526
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-13,0.552
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-14,0.538
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-15,0.526
sst,north_pacific,north_pacific,False,2011-11-04,2011-11-16,0.536
