variable,search_domain,forecast_domain,anomaly_search,reference_date,analog_date,analog_score
z,northern_hs,alaska,True,2004-10-08,2006-10-01,671.443
z,northern_hs,alaska,True,2004-10-08,2011-08-29,683.684
z,northern_hs,alaska,True,2004-10-08,2004-09-10,690.559
z,northern_hs,alaska,True,2004-10-08,2014-09-20,715.282
z,northern_hs,alaska,True,2004-10-08,1969-09-01,715.824
z,northern_hs,alaska,True,2011-11-04,1976-10-14,887.846
z,northern_hs,alaska,True,2011-11-04,1994-12-03,900.242
z,northern_hs,alaska,True,2011-11-04,1990-10-03,909.381
z,northern_hs,alaska,True,2011-11-04,1977-10-29,912.425
z,northern_hs,alaska,True,2011-11-04,1973-09-23,915.333
z,northern_hs,alaska,True,2011-11-06,1994-12-03,959.042
z,northern_hs,alaska,True,2011-11-06,1977-10-30,972.273
z,northern_hs,alaska,True,2011-11-06,2015-11-09,978.071
z,northern_hs,alaska,True,2011-11-06,1985-10-09,986.545
z,northern_hs,alaska,True,2011-11-06,1979-10-30,989.094
z,northern_hs,north_pacific,False,2004-10-06,2006-10-01,761.075
z,northern_hs,north_pacific,False,2004-10-06,1993-10-05,789.914
z,northern_hs,north_pacific,False,2004-10-06,1960-09-24,794.522
z,northern_hs,north_pacific,False,2004-10-06,1966-10-08,797.132
z,northern_hs,north_pacific,False,2004-10-06,2014-10-11,817.972
z,northern_hs,north_pacific,False,2004-10-08,2006-10-01,756.414
z,northern_hs,north_pacific,False,2004-10-08,1979-09-28,774.333
z,northern_hs,north_pacific,False,2004-10-08,1966-10-09,778.46
z,northern_hs,north_pacific,False,2004-10-08,1960-10-06,791.299
z,northern_hs,north_pacific,False,2004-10-08,2014-10-14,799.12
z,northern_hs,north_pacific,False,2011-11-04,2004-10-29,893.748
z,northern_hs,north_pacific,False,2011-11-04,1977-10-29,916.569
z,northern_hs,north_pacific,False,2011-11-04,1976-10-14,940.917
z,northern_hs,north_pacific,False,2011-11-04,2015-11-03,965.208
z,northern_hs,north_pacific,False,2011-11-04,2009-11-11,978.088
z,northern_hs,north_pacific,False,2011-11-06,2015-11-09,972.816
z,northern_hs,north_pacific,False,2011-11-06,1977-10-31,999.23
z,northern_hs,north_pacific,False,2011-11-06,1999-11-07,1003.187
z,northern_hs,north_pacific,False,2011-11-06,1979-10-30,1012.043
z,northern_hs,north_pacific,False,2011-11-06,1987-10-25,1023.684
z,northern_hs,north_pacific,True,2004-10-06,2014-09-18,701.133
z,northern_hs,north_pacific,True,2004-10-06,2006-10-01,729.346
z,northern_hs,north_pacific,True,2004-10-06,1998-09-09,730.045
z,northern_hs,north_pacific,True,2004-10-06,2007-08-30,738.87
z,northern_hs,north_pacific,True,2004-10-06,2011-08-28,746.185
z,northern_hs,north_pacific,True,2004-10-08,2006-10-01,671.443
z,northern_hs,north_pacific,True,2004-10-08,2011-08-29,683.684
z,northern_hs,north_pacific,True,2004-10-08,2004-09-10,690.559
z,northern_hs,north_pacific,True,2004-10-08,2014-09-20,715.282
z,northern_hs,north_pacific,True,2004-10-08,1969-09-01,715.824
z,northern_hs,north_pacific,True,2011-11-04,1976-10-14,887.846
z,northern_hs,north_pacific,True,2011-11-04,1994-12-03,900.242
z,northern_hs,north_pacific,True,2011-11-04,1990-10-03,909.381
z,northern_hs,north_pacific,True,2011-11-04,1977-10-29,912.425
z,northern_hs,north_pacific,True,2011-11-04,1973-09-23,915.333
z,northern_hs,north_pacific,True,2011-11-06,1994-12-03,959.042
z,northern_hs,north_pacific,True,2011-11-06,1977-10-30,972.273
z,northern_hs,north_pacific,True,2011-11-06,2015-11-09,978.071
z,northern_hs,north_pacific,True,2011-11-06,1985-10-09,986.545
z,northern_hs,north_pacific,True,2011-11-06,1979-10-30,989.094
z,northern_hs,northern_hs,False,2004-10-06,2006-10-01,761.075
z,northern_hs,northern_hs,False,2004-10-06,1993-10-05,789.914
z,northern_hs,northern_hs,False,2004-10-06,1960-09-24,794.522
z,northern_hs,northern_hs,False,2004-10-06,1966-10-08,797.132
z,northern_hs,northern_hs,False,2004-10-06,2014-10-11,817.972
z,northern_hs,northern_hs,False,2004-10-08,2006-10-01,756.414
z,northern_hs,northern_hs,False,2004-10-08,1979-09-28,774.333
z,northern_hs,northern_hs,False,2004-10-08,1966-10-09,778.46
z,northern_hs,northern_hs,False,2004-10-08,1960-10-06,791.299
z,northern_hs,northern_hs,False,2004-10-08,2014-10-14,799.12
z,northern_hs,northern_hs,False,2011-11-04,2004-10-29,893.748
z,northern_hs,northern_hs,False,2011-11-04,1977-10-29,916.569
z,northern_hs,northern_hs,False,2011-11-04,1976-10-14,940.917
z,northern_hs,northern_hs,False,2011-11-04,2015-11-03,965.208
z,northern_hs,northern_hs,False,2011-11-04,2009-11-11,978.088
z,northern_hs,northern_hs,False,2011-11-06,2015-11-09,972.816
z,northern_hs,northern_hs,False,2011-11-06,1977-10-31,999.23
z,northern_hs,northern_hs,False,2011-11-06,1999-11-07,1003.187
z,northern_hs,northern_hs,False,2011-11-06,1979-10-30,1012.043
z,northern_hs,northern_hs,False,2011-11-06,1987-10-25,1023.684
z,northern_hs,northern_hs,True,2004-10-06,2014-09-18,701.133
z,northern_hs,northern_hs,True,2004-10-06,2006-10-01,729.346
z,northern_hs,northern_hs,True,2004-10-06,1998-09-09,730.045
z,northern_hs,northern_hs,True,2004-10-06,2007-08-30,738.87
z,northern_hs,northern_hs,True,2004-10-06,2011-08-28,746.185
z,northern_hs,northern_hs,True,2004-10-08,2006-10-01,671.443
z,northern_hs,northern_hs,True,2004-10-08,2011-08-29,683.684
z,northern_hs,northern_hs,True,2004-10-08,2004-09-10,690.559
z,northern_hs,northern_hs,True,2004-10-08,2014-09-20,715.282
z,northern_hs,northern_hs,True,2004-10-08,1969-09-01,715.824
z,northern_hs,northern_hs,True,2011-11-04,1976-10-14,887.846
z,northern_hs,northern_hs,True,2011-11-04,1994-12-03,900.242
z,northern_hs,northern_hs,True,2011-11-04,1990-10-03,909.381
z,northern_hs,northern_hs,True,2011-11-04,1977-10-29,912.425
z,northern_hs,northern_hs,True,2011-11-04,1973-09-23,915.333
z,northern_hs,northern_hs,True,2011-11-06,1994-12-03,959.042
z,northern_hs,northern_hs,True,2011-11-06,1977-10-30,972.273
z,northern_hs,northern_hs,True,2011-11-06,2015-11-09,978.071
z,northern_hs,northern_hs,True,2011-11-06,1985-10-09,986.545
z,northern_hs,northern_hs,True,2011-11-06,1979-10-30,989.094
z,northern_hs,panarctic,False,2004-10-06,2006-10-01,761.075
z,northern_hs,panarctic,False,2004-10-06,1993-10-05,789.914
z,northern_hs,panarctic,False,2004-10-06,1960-09-24,794.522
z,northern_hs,panarctic,False,2004-10-06,1966-10-08,797.132
z,northern_hs,panarctic,False,2004-10-06,2014-10-11,817.972
z,northern_hs,panarctic,False,2004-10-08,2006-10-01,756.414
z,northern_hs,panarctic,False,2004-10-08,1979-09-28,774.333
z,northern_hs,panarctic,False,2004-10-08,1966-10-09,778.46
z,northern_hs,panarctic,False,2004-10-08,1960-10-06,791.299
z,northern_hs,panarctic,False,2004-10-08,2014-10-14,799.12
z,northern_hs,panarctic,False,2011-11-04,2004-10-29,893.748
z,northern_hs,panarctic,False,2011-11-04,1977-10-29,916.569
z,northern_hs,panarctic,False,2011-11-04,1976-10-14,940.917
z,northern_hs,panarctic,False,2011-11-04,2015-11-03,965.208
z,northern_hs,panarctic,False,2011-11-04,2009-11-11,978.088
z,northern_hs,panarctic,False,2011-11-06,2015-11-09,972.816
z,northern_hs,panarctic,False,2011-11-06,1977-10-31,999.23
z,northern_hs,panarctic,False,2011-11-06,1999-11-07,1003.187
z,northern_hs,panarctic,False,2011-11-06,1979-10-30,1012.043
z,northern_hs,panarctic,False,2011-11-06,1987-10-25,1023.684
z,northern_hs,panarctic,True,2004-10-06,2014-09-18,701.133
z,northern_hs,panarctic,True,2004-10-06,2006-10-01,729.346
z,northern_hs,panarctic,True,2004-10-06,1998-09-09,730.045
z,northern_hs,panarctic,True,2004-10-06,2007-08-30,738.87
z,northern_hs,panarctic,True,2004-10-06,2011-08-28,746.185
z,northern_hs,panarctic,True,2004-10-08,2006-10-01,671.443
z,northern_hs,panarctic,True,2004-10-08,2011-08-29,683.684
z,northern_hs,panarctic,True,2004-10-08,2004-09-10,690.559
z,northern_hs,panarctic,True,2004-10-08,2014-09-20,715.282
z,northern_hs,panarctic,True,2004-10-08,1969-09-01,715.824
z,northern_hs,panarctic,True,2011-11-04,1976-10-14,887.846
z,northern_hs,panarctic,True,2011-11-04,1994-12-03,900.242
z,northern_hs,panarctic,True,2011-11-04,1990-10-03,909.381
z,northern_hs,panarctic,True,2011-11-04,1977-10-29,912.425
z,northern_hs,panarctic,True,2011-11-04,1973-09-23,915.333
z,northern_hs,panarctic,True,2011-11-06,1994-12-03,959.042
z,northern_hs,panarctic,True,2011-11-06,1977-10-30,972.273
z,northern_hs,panarctic,True,2011-11-06,2015-11-09,978.071
z,northern_hs,panarctic,True,2011-11-06,1985-10-09,986.545
z,northern_hs,panarctic,True,2011-11-06,1979-10-30,989.094
z,panarctic,alaska,False,2004-10-06,1993-10-05,926.474
z,panarctic,alaska,False,2004-10-06,2006-10-05,935.583
z,panarctic,alaska,False,2004-10-06,2020-10-10,955.109
z,panarctic,alaska,False,2004-10-06,2021-10-11,955.38
z,panarctic,alaska,False,2004-10-06,1974-10-08,958.826
z,panarctic,alaska,False,2004-10-08,1966-10-09,797.789
z,panarctic,alaska,False,2004-10-08,2014-10-15,847.912
z,panarctic,alaska,False,2004-10-08,2002-09-28,861.013
z,panarctic,alaska,False,2004-10-08,1979-10-05,895.264
z,panarctic,alaska,False,2004-10-08,2006-10-01,910.504
z,panarctic,alaska,False,2011-11-04,1999-11-03,940.066
z,panarctic,alaska,False,2011-11-04,1989-10-19,967.912
z,panarctic,alaska,False,2011-11-04,1987-10-24,998.514
z,panarctic,alaska,False,2011-11-04,1977-10-29,1035.108
z,panarctic,alaska,False,2011-11-04,1965-10-20,1037.085
z,panarctic,alaska,False,2011-11-06,1999-11-07,1019.425
z,panarctic,alaska,False,2011-11-06,1987-10-25,1097.544
z,panarctic,alaska,False,2011-11-06,2005-12-09,1176.779
z,panarctic,alaska,False,2011-11-06,2009-11-10,1190.31
z,panarctic,alaska,False,2011-11-06,1975-11-05,1191.068
z,panarctic,alaska,True,2004-10-06,1998-09-13,862.428
z,panarctic,alaska,True,2004-10-06,1995-09-11,870.058
z,panarctic,alaska,True,2004-10-06,1960-10-24,871.747
z,panarctic,alaska,True,2004-10-06,1985-08-29,898.988
z,panarctic,alaska,True,2004-10-06,2007-09-25,908.668
z,panarctic,alaska,True,2004-10-08,1979-09-29,756.793
z,panarctic,alaska,True,2004-10-08,2002-09-30,767.636
z,panarctic,alaska,True,2004-10-08,2014-09-20,773.846
z,panarctic,alaska,True,2004-10-08,2011-08-29,776.829
z,panarctic,alaska,True,2004-10-08,1966-10-09,797.789
z,panarctic,alaska,True,2011-11-04,1976-10-13,891.573
z,panarctic,alaska,True,2011-11-04,1994-12-03,926.533
z,panarctic,alaska,True,2011-11-04,1973-09-23,937.066
z,panarctic,alaska,True,2011-11-04,1959-10-16,947.092
z,panarctic,alaska,True,2011-11-04,1999-11-03,971.789
z,panarctic,alaska,True,2011-11-06,1999-11-07,1022.427
z,panarctic,alaska,True,2011-11-06,1987-10-25,1092.262
z,panarctic,alaska,True,2011-11-06,1979-11-17,1101.005
z,panarctic,alaska,True,2011-11-06,2000-10-09,1107.934
z,panarctic,alaska,True,2011-11-06,1965-10-20,1122.741
z,panarctic,north_pacific,False,2004-10-06,1993-10-05,926.474
z,panarctic,north_pacific,False,2004-10-06,2006-10-05,935.583
z,panarctic,north_pacific,False,2004-10-06,2020-10-10,955.109
z,panarctic,north_pacific,False,2004-10-06,2021-10-11,955.38
z,panarctic,north_pacific,False,2004-10-06,1974-10-08,958.826
z,panarctic,north_pacific,False,2004-10-08,1966-10-09,797.789
z,panarctic,north_pacific,False,2004-10-08,2014-10-15,847.912
z,panarctic,north_pacific,False,2004-10-08,2002-09-28,861.013
z,panarctic,north_pacific,False,2004-10-08,1979-10-05,895.264
z,panarctic,north_pacific,False,2004-10-08,2006-10-01,910.504
z,panarctic,north_pacific,False,2011-11-04,1999-11-03,940.066
z,panarctic,north_pacific,False,2011-11-04,1989-10-19,967.912
z,panarctic,north_pacific,False,2011-11-04,1987-10-24,998.514
z,panarctic,north_pacific,False,2011-11-04,1977-10-29,1035.108
z,panarctic,north_pacific,False,2011-11-04,1965-10-20,1037.085
z,panarctic,north_pacific,False,2011-11-06,1999-11-07,1019.425
z,panarctic,north_pacific,False,2011-11-06,1987-10-25,1097.544
z,panarctic,north_pacific,False,2011-11-06,2005-12-09,1176.779
z,panarctic,north_pacific,False,2011-11-06,2009-11-10,1190.31
z,panarctic,north_pacific,False,2011-11-06,1975-11-05,1191.068
z,panarctic,north_pacific,True,2004-10-06,1998-09-13,862.428
z,panarctic,north_pacific,True,2004-10-06,1995-09-11,870.058
z,panarctic,north_pacific,True,2004-10-06,1960-10-24,871.747
z,panarctic,north_pacific,True,2004-10-06,1985-08-29,898.988
z,panarctic,north_pacific,True,2004-10-06,2007-09-25,908.668
z,panarctic,north_pacific,True,2004-10-08,1979-09-29,756.793
z,panarctic,north_pacific,True,2004-10-08,2002-09-30,767.636
z,panarctic,north_pacific,True,2004-10-08,2014-09-20,773.846
z,panarctic,north_pacific,True,2004-10-08,2011-08-29,776.829
z,panarctic,north_pacific,True,2004-10-08,1966-10-09,797.789
z,panarctic,north_pacific,True,2011-11-04,1976-10-13,891.573
z,panarctic,north_pacific,True,2011-11-04,1994-12-03,926.533
z,panarctic,north_pacific,True,2011-11-04,1973-09-23,937.066
z,panarctic,north_pacific,True,2011-11-04,1959-10-16,947.092
z,panarctic,north_pacific,True,2011-11-04,1999-11-03,971.789
z,panarctic,north_pacific,True,2011-11-06,1999-11-07,1022.427
z,panarctic,north_pacific,True,2011-11-06,1987-10-25,1092.262
z,panarctic,north_pacific,True,2011-11-06,1979-11-17,1101.005
z,panarctic,north_pacific,True,2011-11-06,2000-10-09,1107.934
z,panarctic,north_pacific,True,2011-11-06,1965-10-20,1122.741
z,panarctic,northern_hs,False,2004-10-06,1993-10-05,926.474
z,panarctic,northern_hs,False,2004-10-06,2006-10-05,935.583
z,panarctic,northern_hs,False,2004-10-06,2020-10-10,955.109
z,panarctic,northern_hs,False,2004-10-06,2021-10-11,955.38
z,panarctic,northern_hs,False,2004-10-06,1974-10-08,958.826
z,panarctic,northern_hs,False,2004-10-08,1966-10-09,797.789
z,panarctic,northern_hs,False,2004-10-08,2014-10-15,847.912
z,panarctic,northern_hs,False,2004-10-08,2002-09-28,861.013
z,panarctic,northern_hs,False,2004-10-08,1979-10-05,895.264
z,panarctic,northern_hs,False,2004-10-08,2006-10-01,910.504
z,panarctic,northern_hs,False,2011-11-04,1999-11-03,940.066
z,panarctic,northern_hs,False,2011-11-04,1989-10-19,967.912
z,panarctic,northern_hs,False,2011-11-04,1987-10-24,998.514
z,panarctic,northern_hs,False,2011-11-04,1977-10-29,1035.108
z,panarctic,northern_hs,False,2011-11-04,1965-10-20,1037.085
z,panarctic,northern_hs,False,2011-11-06,1999-11-07,1019.425
z,panarctic,northern_hs,False,2011-11-06,1987-10-25,1097.544
z,panarctic,northern_hs,False,2011-11-06,2005-12-09,1176.779
z,panarctic,northern_hs,False,2011-11-06,2009-11-10,1190.31
z,panarctic,northern_hs,False,2011-11-06,1975-11-05,1191.068
z,panarctic,northern_hs,True,2004-10-06,1998-09-13,862.428
z,panarctic,northern_hs,True,2004-10-06,1995-09-11,870.058
z,panarctic,northern_hs,True,2004-10-06,1960-10-24,871.747
z,panarctic,northern_hs,True,2004-10-06,1985-08-29,898.988
z,panarctic,northern_hs,True,2004-10-06,2007-09-25,908.668
z,panarctic,northern_hs,True,2004-10-08,1979-09-29,756.793
z,panarctic,northern_hs,True,2004-10-08,2002-09-30,767.636
z,panarctic,northern_hs,True,2004-10-08,2014-09-20,773.846
z,panarctic,northern_hs,True,2004-10-08,2011-08-29,776.829
z,panarctic,northern_hs,True,2004-10-08,1966-10-09,797.789
z,panarctic,northern_hs,True,2011-11-04,1976-10-13,891.573
z,panarctic,northern_hs,True,2011-11-04,1994-12-03,926.533
z,panarctic,northern_hs,True,2011-11-04,1973-09-23,937.066
z,panarctic,northern_hs,True,2011-11-04,1959-10-16,947.092
z,panarctic,northern_hs,True,2011-11-04,1999-11-03,971.789
z,panarctic,northern_hs,True,2011-11-06,1999-11-07,1022.427
z,panarctic,northern_hs,True,2011-11-06,1987-10-25,1092.262
z,panarctic,northern_hs,True,2011-11-06,1979-11-17,1101.005
z,panarctic,northern_hs,True,2011-11-06,2000-10-09,1107.934
z,panarctic,northern_hs,True,2011-11-06,1965-10-20,1122.741
z,panarctic,panarctic,False,2004-10-06,1993-10-05,926.474
z,panarctic,panarctic,False,2004-10-06,2006-10-05,935.583
z,panarctic,panarctic,False,2004-10-06,2020-10-10,955.109
z,panarctic,panarctic,False,2004-10-06,2021-10-11,955.38
z,panarctic,panarctic,False,2004-10-06,1974-10-08,958.826
z,panarctic,panarctic,False,2004-10-08,1966-10-09,797.789
z,panarctic,panarctic,False,2004-10-08,2014-10-15,847.912
z,panarctic,panarctic,False,2004-10-08,2002-09-28,861.013
z,panarctic,panarctic,False,2004-10-08,1979-10-05,895.264
z,panarctic,panarctic,False,2004-10-08,2006-10-01,910.504
z,panarctic,panarctic,False,2011-11-04,1999-11-03,940.066
z,panarctic,panarctic,False,2011-11-04,1989-10-19,967.912
z,panarctic,panarctic,False,2011-11-04,1987-10-24,998.514
z,panarctic,panarctic,False,2011-11-04,1977-10-29,1035.108
z,panarctic,panarctic,False,2011-11-04,1965-10-20,1037.085
z,panarctic,panarctic,False,2011-11-06,1999-11-07,1019.425
z,panarctic,panarctic,False,2011-11-06,1987-10-25,1097.544
z,panarctic,panarctic,False,2011-11-06,2005-12-09,1176.779
z,panarctic,panarctic,False,2011-11-06,2009-11-10,1190.31
z,panarctic,panarctic,False,2011-11-06,1975-11-05,1191.068
z,panarctic,panarctic,True,2004-10-06,1998-09-13,862.428
z,panarctic,panarctic,True,2004-10-06,1995-09-11,870.058
z,panarctic,panarctic,True,2004-10-06,1960-10-24,871.747
z,panarctic,panarctic,True,2004-10-06,1985-08-29,898.988
z,panarctic,panarctic,True,2004-10-06,2007-09-25,908.668
z,panarctic,panarctic,True,2004-10-08,1979-09-29,756.793
z,panarctic,panarctic,True,2004-10-08,2002-09-30,767.636
z,panarctic,panarctic,True,2004-10-08,2014-09-20,773.846
z,panarctic,panarctic,True,2004-10-08,2011-08-29,776.829
z,panarctic,panarctic,True,2004-10-08,1966-10-09,797.789
z,panarctic,panarctic,True,2011-11-04,1976-10-13,891.573
z,panarctic,panarctic,True,2011-11-04,1994-12-03,926.533
z,panarctic,panarctic,True,2011-11-04,1973-09-23,937.066
z,panarctic,panarctic,True,2011-11-04,1959-10-16,947.092
z,panarctic,panarctic,True,2011-11-04,1999-11-03,971.789
z,panarctic,panarctic,True,2011-11-06,1999-11-07,1022.427
z,panarctic,panarctic,True,2011-11-06,1987-10-25,1092.262
z,panarctic,panarctic,True,2011-11-06,1979-11-17,1101.005
z,panarctic,panarctic,True,2011-11-06,2000-10-09,1107.934
z,panarctic,panarctic,True,2011-11-06,1965-10-20,1122.741
