variable,search_domain,forecast_domain,anomaly_search,reference_date,analog_date,analog_score
t2m,panarctic,north_pacific,True,2011-11-06,2010-10-01,5.318
t2m,panarctic,north_pacific,True,2011-11-06,1959-10-15,5.345
t2m,panarctic,northern_hs,False,2004-10-06,1960-10-02,3.566
t2m,panarctic,northern_hs,False,2004-10-06,1966-10-03,3.612
t2m,panarctic,northern_hs,False,2004-10-06,2000-09-28,3.665
t2m,panarctic,northern_hs,False,2004-10-06,1973-09-30,3.709
t2m,panarctic,northern_hs,False,2004-10-06,1964-09-26,3.731
t2m,panarctic,northern_hs,False,2004-10-08,1960-10-02,3.187
t2m,panarctic,northern_hs,False,2004-10-08,1973-09-30,3.643
t2m,panarctic,northern_hs,False,2004-10-08,1966-10-02,3.692
t2m,panarctic,northern_hs,False,2004-10-08,2017-10-08,3.721
t2m,panarctic,northern_hs,False,2004-10-08,2010-10-13,3.787
t2m,panarctic,northern_hs,False,2011-11-04,1977-10-26,5.354
t2m,panarctic,northern_hs,False,2011-11-04,2013-11-13,5.532
t2m,panarctic,northern_hs,False,2011-11-04,1971-10-27,5.624
t2m,panarctic,northern_hs,False,2011-11-04,1972-11-01,5.632
t2m,panarctic,northern_hs,False,2011-11-04,1965-10-21,5.644
t2m,panarctic,northern_hs,False,2011-11-06,2015-11-10,5.328
t2m,panarctic,northern_hs,False,2011-11-06,1977-11-01,5.651
t2m,panarctic,northern_hs,False,2011-11-06,1979-10-28,5.698
t2m,panarctic,northern_hs,False,2011-11-06,1959-10-23,6.104
t2m,panarctic,northern_hs,False,2011-11-06,2000-11-03,6.106
t2m,panarctic,northern_hs,True,2004-10-06,2011-08-29,3.193
t2m,panarctic,northern_hs,True,2004-10-06,2019-09-02,3.227
t2m,panarctic,northern_hs,True,2004-10-06,2001-08-27,3.278
t2m,panarctic,northern_hs,True,2004-10-06,2020-08-22,3.316
t2m,panarctic,northern_hs,True,2004-10-06,2005-08-25,3.328
t2m,panarctic,northern_hs,True,2004-10-08,2017-09-01,3.134
t2m,panarctic,northern_hs,True,2004-10-08,2005-09-16,3.187
t2m,panarctic,northern_hs,True,2004-10-08,2007-08-27,3.2
t2m,panarctic,northern_hs,True,2004-10-08,2011-08-30,3.234
t2m,panarctic,northern_hs,True,2004-10-08,1960-09-01,3.243
t2m,panarctic,northern_hs,True,2011-11-04,2001-10-09,4.601
t2m,panarctic,northern_hs,True,2011-11-04,2015-10-06,4.725
t2m,panarctic,northern_hs,True,2011-11-04,2010-10-03,4.74
t2m,panarctic,northern_hs,True,2011-11-04,2004-09-20,4.745
t2m,panarctic,northern_hs,True,2011-11-04,2011-09-24,4.749
t2m,panarctic,northern_hs,True,2011-11-06,2001-10-09,5.233
t2m,panarctic,northern_hs,True,2011-11-06,2011-09-23,5.247
t2m,panarctic,northern_hs,True,2011-11-06,1990-10-05,5.303
t2m,panarctic,northern_hs,True,2011-11-06,2010-10-01,5.318
t2m,panarctic,northern_hs,True,2011-11-06,1959-10-15,5.345
t2m,panarctic,panarctic,False,2004-10-06,1960-10-02,3.566
t2m,panarctic,panarctic,False,2004-10-06,1966-10-03,3.612
t2m,panarctic,panarctic,False,2004-10-06,2000-09-28,3.665
t2m,panarctic,panarctic,False,2004-10-06,1973-09-30,3.709
t2m,panarctic,panarctic,False,2004-10-06,1964-09-26,3.731
t2m,panarctic,panarctic,False,2004-10-08,1960-10-02,3.187
t2m,panarctic,panarctic,False,2004-10-08,1973-09-30,3.643
t2m,panarctic,panarctic,False,2004-10-08,1966-10-02,3.692
t2m,panarctic,panarctic,False,2004-10-08,2017-10-08,3.721
t2m,panarctic,panarctic,False,2004-10-08,2010-10-13,3.787
t2m,panarctic,panarctic,False,2011-11-04,1977-10-26,5.354
t2m,panarctic,panarctic,False,2011-11-04,2013-11-13,5.532
t2m,panarctic,panarctic,False,2011-11-04,1971-10-27,5.624
t2m,panarctic,panarctic,False,2011-11-04,1972-11-01,5.632
t2m,panarctic,panarctic,False,2011-11-04,1965-10-21,5.644
t2m,panarctic,panarctic,False,2011-11-06,2015-11-10,5.328
t2m,panarctic,panarctic,False,2011-11-06,1977-11-01,5.651
t2m,panarctic,panarctic,False,2011-11-06,1979-10-28,5.698
t2m,panarctic,panarctic,False,2011-11-06,1959-10-23,6.104
t2m,panarctic,panarctic,False,2011-11-06,2000-11-03,6.106
t2m,panarctic,panarctic,True,2004-10-06,2011-08-29,3.193
t2m,panarctic,panarctic,True,2004-10-06,2019-09-02,3.227
t2m,panarctic,panarctic,True,2004-10-06,2001-08-27,3.278
t2m,panarctic,panarctic,True,2004-10-06,2020-08-22,3.316
t2m,panarctic,panarctic,True,2004-10-06,2005-08-25,3.328
t2m,panarctic,panarctic,True,2004-10-08,2017-09-01,3.134
t2m,panarctic,panarctic,True,2004-10-08,2005-09-16,3.187
t2m,panarctic,panarctic,True,2004-10-08,2007-08-27,3.2
t2m,panarctic,panarctic,True,2004-10-08,2011-08-30,3.234
t2m,panarctic,panarctic,True,2004-10-08,1960-09-01,3.243
t2m,panarctic,panarctic,True,2011-11-04,2001-10-09,4.601
t2m,panarctic,panarctic,True,2011-11-04,2015-10-06,4.725
t2m,panarctic,panarctic,True,2011-11-04,2010-10-03,4.74
t2m,panarctic,panarctic,True,2011-11-04,2004-09-20,4.745
t2m,panarctic,panarctic,True,2011-11-04,2011-09-24,4.749
t2m,panarctic,panarctic,True,2011-11-06,2001-10-09,5.233
t2m,panarctic,panarctic,True,2011-11-06,2011-09-23,5.247
t2m,panarctic,panarctic,True,2011-11-06,1990-10-05,5.303
t2m,panarctic,panarctic,True,2011-11-06,2010-10-01,5.318
t2m,panarctic,panarctic,True,2011-11-06,1959-10-15,5.345
z,alaska,alaska,False,2004-10-06,1999-10-08,379.566
z,alaska,alaska,False,2004-10-06,2011-09-27,432.8
z,alaska,alaska,False,2004-10-06,1967-10-11,508.137
z,alaska,alaska,False,2004-10-06,2003-10-09,513.188
z,alaska,alaska,False,2004-10-06,2008-10-06,528.076
z,alaska,alaska,False,2004-10-08,1962-10-05,557.718
z,alaska,alaska,False,2004-10-08,2021-09-27,659.015
z,alaska,alaska,False,2004-10-08,2008-10-31,677.568
z,alaska,alaska,False,2004-10-08,2001-09-27,693.358
z,alaska,alaska,False,2004-10-08,2016-11-19,723.417
z,alaska,alaska,False,2011-11-04,1985-10-16,536.236
z,alaska,alaska,False,2011-11-04,2004-10-24,655.575
z,alaska,alaska,False,2011-11-04,2015-11-22,691.417
z,alaska,alaska,False,2011-11-04,1996-11-05,706.368
z,alaska,alaska,False,2011-11-04,2003-11-10,722.566
z,alaska,alaska,False,2011-11-06,1961-11-19,560.923
z,alaska,alaska,False,2011-11-06,1994-11-10,659.441
z,alaska,alaska,False,2011-11-06,1978-11-04,690.555
z,alaska,alaska,False,2011-11-06,2004-10-28,711.373
z,alaska,alaska,False,2011-11-06,1979-12-07,721.376
z,alaska,alaska,True,2004-10-06,2005-09-30,394.746
z,alaska,alaska,True,2004-10-06,2001-09-01,419.101
z,alaska,alaska,True,2004-10-06,1999-10-08,438.799
z,alaska,alaska,True,2004-10-06,1968-09-11,485.134
z,alaska,alaska,True,2004-10-06,2011-09-27,489.146
z,alaska,alaska,True,2004-10-08,1968-08-24,498.694
z,alaska,alaska,True,2004-10-08,1978-09-03,582.672
z,alaska,alaska,True,2004-10-08,1972-11-09,613.971
z,alaska,alaska,True,2004-10-08,1962-10-05,628.664
z,alaska,alaska,True,2004-10-08,2005-10-27,629.076
z,alaska,alaska,True,2011-11-04,1985-10-16,584.75
z,alaska,alaska,True,2011-11-04,1994-11-20,654.861
z,alaska,alaska,True,2011-11-04,1978-12-18,662.228
z,alaska,alaska,True,2011-11-04,2003-11-25,675.53
z,alaska,alaska,True,2011-11-04,2012-12-13,685.271
z,alaska,alaska,True,2011-11-06,2012-12-14,462.508
z,alaska,alaska,True,2011-11-06,1961-11-19,557.771
z,alaska,alaska,True,2011-11-06,1968-12-01,559.83
z,alaska,alaska,True,2011-11-06,1978-11-04,660.025
z,alaska,alaska,True,2011-11-06,1994-11-10,676.17
z,alaska,north_pacific,False,2004-10-06,1999-10-08,379.566
z,alaska,north_pacific,False,2004-10-06,2011-09-27,432.8
z,alaska,north_pacific,False,2004-10-06,1967-10-11,508.137
z,alaska,north_pacific,False,2004-10-06,2003-10-09,513.188
z,alaska,north_pacific,False,2004-10-06,2008-10-06,528.076
z,alaska,north_pacific,False,2004-10-08,1962-10-05,557.718
z,alaska,north_pacific,False,2004-10-08,2021-09-27,659.015
z,alaska,north_pacific,False,2004-10-08,2008-10-31,677.568
z,alaska,north_pacific,False,2004-10-08,2001-09-27,693.358
z,alaska,north_pacific,False,2004-10-08,2016-11-19,723.417
z,alaska,north_pacific,False,2011-11-04,1985-10-16,536.236
z,alaska,north_pacific,False,2011-11-04,2004-10-24,655.575
z,alaska,north_pacific,False,2011-11-04,2015-11-22,691.417
z,alaska,north_pacific,False,2011-11-04,1996-11-05,706.368
z,alaska,north_pacific,False,2011-11-04,2003-11-10,722.566
z,alaska,north_pacific,False,2011-11-06,1961-11-19,560.923
z,alaska,north_pacific,False,2011-11-06,1994-11-10,659.441
z,alaska,north_pacific,False,2011-11-06,1978-11-04,690.555
z,alaska,north_pacific,False,2011-11-06,2004-10-28,711.373
z,alaska,north_pacific,False,2011-11-06,1979-12-07,721.376
z,alaska,north_pacific,True,2004-10-06,2005-09-30,394.746
z,alaska,north_pacific,True,2004-10-06,2001-09-01,419.101
z,alaska,north_pacific,True,2004-10-06,1999-10-08,438.799
z,alaska,north_pacific,True,2004-10-06,1968-09-11,485.134
z,alaska,north_pacific,True,2004-10-06,2011-09-27,489.146
z,alaska,north_pacific,True,2004-10-08,1968-08-24,498.694
z,alaska,north_pacific,True,2004-10-08,1978-09-03,582.672
z,alaska,north_pacific,True,2004-10-08,1972-11-09,613.971
z,alaska,north_pacific,True,2004-10-08,1962-10-05,628.664
z,alaska,north_pacific,True,2004-10-08,2005-10-27,629.076
z,alaska,north_pacific,True,2011-11-04,1985-10-16,584.75
z,alaska,north_pacific,True,2011-11-04,1994-11-20,654.861
z,alaska,north_pacific,True,2011-11-04,1978-12-18,662.228
z,alaska,north_pacific,True,2011-11-04,2003-11-25,675.53
z,alaska,north_pacific,True,2011-11-04,2012-12-13,685.271
z,alaska,north_pacific,True,2011-11-06,2012-12-14,462.508
z,alaska,north_pacific,True,2011-11-06,1961-11-19,557.771
z,alaska,north_pacific,True,2011-11-06,1968-12-01,559.83
z,alaska,north_pacific,True,2011-11-06,1978-11-04,660.025
z,alaska,north_pacific,True,2011-11-06,1994-11-10,676.17
z,alaska,northern_hs,False,2004-10-06,1999-10-08,379.566
z,alaska,northern_hs,False,2004-10-06,2011-09-27,432.8
z,alaska,northern_hs,False,2004-10-06,1967-10-11,508.137
z,alaska,northern_hs,False,2004-10-06,2003-10-09,513.188
z,alaska,northern_hs,False,2004-10-06,2008-10-06,528.076
z,alaska,northern_hs,False,2004-10-08,1962-10-05,557.718
z,alaska,northern_hs,False,2004-10-08,2021-09-27,659.015
z,alaska,northern_hs,False,2004-10-08,2008-10-31,677.568
z,alaska,northern_hs,False,2004-10-08,2001-09-27,693.358
z,alaska,northern_hs,False,2004-10-08,2016-11-19,723.417
z,alaska,northern_hs,False,2011-11-04,1985-10-16,536.236
z,alaska,northern_hs,False,2011-11-04,2004-10-24,655.575
z,alaska,northern_hs,False,2011-11-04,2015-11-22,691.417
z,alaska,northern_hs,False,2011-11-04,1996-11-05,706.368
z,alaska,northern_hs,False,2011-11-04,2003-11-10,722.566
z,alaska,northern_hs,False,2011-11-06,1961-11-19,560.923
z,alaska,northern_hs,False,2011-11-06,1994-11-10,659.441
z,alaska,northern_hs,False,2011-11-06,1978-11-04,690.555
z,alaska,northern_hs,False,2011-11-06,2004-10-28,711.373
z,alaska,northern_hs,False,2011-11-06,1979-12-07,721.376
z,alaska,northern_hs,True,2004-10-06,2005-09-30,394.746
z,alaska,northern_hs,True,2004-10-06,2001-09-01,419.101
z,alaska,northern_hs,True,2004-10-06,1999-10-08,438.799
z,alaska,northern_hs,True,2004-10-06,1968-09-11,485.134
z,alaska,northern_hs,True,2004-10-06,2011-09-27,489.146
z,alaska,northern_hs,True,2004-10-08,1968-08-24,498.694
z,alaska,northern_hs,True,2004-10-08,1978-09-03,582.672
z,alaska,northern_hs,True,2004-10-08,1972-11-09,613.971
z,alaska,northern_hs,True,2004-10-08,1962-10-05,628.664
z,alaska,northern_hs,True,2004-10-08,2005-10-27,629.076
z,alaska,northern_hs,True,2011-11-04,1985-10-16,584.75
z,alaska,northern_hs,True,2011-11-04,1994-11-20,654.861
z,alaska,northern_hs,True,2011-11-04,1978-12-18,662.228
z,alaska,northern_hs,True,2011-11-04,2003-11-25,675.53
z,alaska,northern_hs,True,2011-11-04,2012-12-13,685.271
z,alaska,northern_hs,True,2011-11-06,2012-12-14,462.508
z,alaska,northern_hs,True,2011-11-06,1961-11-19,557.771
z,alaska,northern_hs,True,2011-11-06,1968-12-01,559.83
z,alaska,northern_hs,True,2011-11-06,1978-11-04,660.025
z,alaska,northern_hs,True,2011-11-06,1994-11-10,676.17
z,alaska,panarctic,False,2004-10-06,1999-10-08,379.566
z,alaska,panarctic,False,2004-10-06,2011-09-27,432.8
z,alaska,panarctic,False,2004-10-06,1967-10-11,508.137
z,alaska,panarctic,False,2004-10-06,2003-10-09,513.188
z,alaska,panarctic,False,2004-10-06,2008-10-06,528.076
z,alaska,panarctic,False,2004-10-08,1962-10-05,557.718
z,alaska,panarctic,False,2004-10-08,2021-09-27,659.015
z,alaska,panarctic,False,2004-10-08,2008-10-31,677.568
z,alaska,panarctic,False,2004-10-08,2001-09-27,693.358
z,alaska,panarctic,False,2004-10-08,2016-11-19,723.417
z,alaska,panarctic,False,2011-11-04,1985-10-16,536.236
z,alaska,panarctic,False,2011-11-04,2004-10-24,655.575
z,alaska,panarctic,False,2011-11-04,2015-11-22,691.417
z,alaska,panarctic,False,2011-11-04,1996-11-05,706.368
z,alaska,panarctic,False,2011-11-04,2003-11-10,722.566
z,alaska,panarctic,False,2011-11-06,1961-11-19,560.923
z,alaska,panarctic,False,2011-11-06,1994-11-10,659.441
z,alaska,panarctic,False,2011-11-06,1978-11-04,690.555
z,alaska,panarctic,False,2011-11-06,2004-10-28,711.373
z,alaska,panarctic,False,2011-11-06,1979-12-07,721.376
z,alaska,panarctic,True,2004-10-06,2005-09-30,394.746
z,alaska,panarctic,True,2004-10-06,2001-09-01,419.101
z,alaska,panarctic,True,2004-10-06,1999-10-08,438.799
z,alaska,panarctic,True,2004-10-06,1968-09-11,485.134
z,alaska,panarctic,True,2004-10-06,2011-09-27,489.146
z,alaska,panarctic,True,2004-10-08,1968-08-24,498.694
z,alaska,panarctic,True,2004-10-08,1978-09-03,582.672
z,alaska,panarctic,True,2004-10-08,1972-11-09,613.971
z,alaska,panarctic,True,2004-10-08,1962-10-05,628.664
z,alaska,panarctic,True,2004-10-08,2005-10-27,629.076
z,alaska,panarctic,True,2011-11-04,1985-10-16,584.75
z,alaska,panarctic,True,2011-11-04,1994-11-20,654.861
z,alaska,panarctic,True,2011-11-04,1978-12-18,662.228
z,alaska,panarctic,True,2011-11-04,2003-11-25,675.53
z,alaska,panarctic,True,2011-11-04,2012-12-13,685.271
z,alaska,panarctic,True,2011-11-06,2012-12-14,462.508
z,alaska,panarctic,True,2011-11-06,1961-11-19,557.771
z,alaska,panarctic,True,2011-11-06,1968-12-01,559.83
z,alaska,panarctic,True,2011-11-06,1978-11-04,660.025
z,alaska,panarctic,True,2011-11-06,1994-11-10,676.17
z,north_pacific,alaska,False,2004-10-06,1999-10-08,454.75
z,north_pacific,alaska,False,2004-10-06,1995-10-09,493.922
z,north_pacific,alaska,False,2004-10-06,2011-09-23,522.971
z,north_pacific,alaska,False,2004-10-06,2021-10-15,560.962
z,north_pacific,alaska,False,2004-10-06,2008-10-06,573.713
z,north_pacific,alaska,False,2004-10-08,1962-10-01,613.325
z,north_pacific,alaska,False,2004-10-08,2011-10-19,613.885
z,north_pacific,alaska,False,2004-10-08,1998-10-13,645.035
z,north_pacific,alaska,False,2004-10-08,1995-10-07,671.842
z,north_pacific,alaska,False,2004-10-08,2003-10-11,684.796
z,north_pacific,alaska,False,2011-11-04,1994-11-18,761.521
z,north_pacific,alaska,False,2011-11-04,2003-11-24,809.551
z,north_pacific,alaska,False,2011-11-04,2000-10-10,820.576
z,north_pacific,alaska,False,2011-11-04,1961-11-19,830.306
z,north_pacific,alaska,False,2011-11-04,2015-11-10,845.027
z,north_pacific,alaska,False,2011-11-06,1994-11-18,643.271
z,north_pacific,alaska,False,2011-11-06,1961-11-19,648.143
z,north_pacific,alaska,False,2011-11-06,1978-11-05,730.754
z,north_pacific,alaska,False,2011-11-06,2013-11-04,785.343
z,north_pacific,alaska,False,2011-11-06,1975-11-10,795.317
z,north_pacific,alaska,True,2004-10-06,1995-10-09,456.016
z,north_pacific,alaska,True,2004-10-06,1999-10-08,466.637
z,north_pacific,alaska,True,2004-10-06,2001-08-23,504.331
z,north_pacific,alaska,True,2004-10-06,1964-11-02,514.394
z,north_pacific,alaska,True,2004-10-06,2021-10-15,524.405
z,north_pacific,alaska,True,2004-10-08,1962-10-02,596.022
z,north_pacific,alaska,True,2004-10-08,1979-09-27,609.088
z,north_pacific,alaska,True,2004-10-08,2019-09-11,617.11
z,north_pacific,alaska,True,2004-10-08,2004-09-10,625.806
z,north_pacific,alaska,True,2004-10-08,1998-09-08,632.948
z,north_pacific,alaska,True,2011-11-04,2012-12-13,577.118
z,north_pacific,alaska,True,2011-11-04,1994-11-18,715.732
z,north_pacific,alaska,True,2011-11-04,2003-11-24,770.715
z,north_pacific,alaska,True,2011-11-04,1978-12-18,801.866
z,north_pacific,alaska,True,2011-11-04,1961-11-19,814.409
z,north_pacific,alaska,True,2011-11-06,2012-12-14,641.135
z,north_pacific,alaska,True,2011-11-06,1961-11-20,674.969
z,north_pacific,alaska,True,2011-11-06,1994-11-18,681.053
z,north_pacific,alaska,True,2011-11-06,1978-11-04,700.094
z,north_pacific,alaska,True,2011-11-06,2013-11-04,742.44
z,north_pacific,north_pacific,False,2004-10-06,1999-10-08,454.75
z,north_pacific,north_pacific,False,2004-10-06,1995-10-09,493.922
z,north_pacific,north_pacific,False,2004-10-06,2011-09-23,522.971
z,north_pacific,north_pacific,False,2004-10-06,2021-10-15,560.962
z,north_pacific,north_pacific,False,2004-10-06,2008-10-06,573.713
z,north_pacific,north_pacific,False,2004-10-08,1962-10-01,613.325
z,north_pacific,north_pacific,False,2004-10-08,2011-10-19,613.885
z,north_pacific,north_pacific,False,2004-10-08,1998-10-13,645.035
z,north_pacific,north_pacific,False,2004-10-08,1995-10-07,671.842
z,north_pacific,north_pacific,False,2004-10-08,2003-10-11,684.796
z,north_pacific,north_pacific,False,2011-11-04,1994-11-18,761.521
z,north_pacific,north_pacific,False,2011-11-04,2003-11-24,809.551
z,north_pacific,north_pacific,False,2011-11-04,2000-10-10,820.576
z,north_pacific,north_pacific,False,2011-11-04,1961-11-19,830.306
z,north_pacific,north_pacific,False,2011-11-04,2015-11-10,845.027
z,north_pacific,north_pacific,False,2011-11-06,1994-11-18,643.271
z,north_pacific,north_pacific,False,2011-11-06,1961-11-19,648.143
z,north_pacific,north_pacific,False,2011-11-06,1978-11-05,730.754
z,north_pacific,north_pacific,False,2011-11-06,2013-11-04,785.343
z,north_pacific,north_pacific,False,2011-11-06,1975-11-10,795.317
z,north_pacific,north_pacific,True,2004-10-06,1995-10-09,456.016
z,north_pacific,north_pacific,True,2004-10-06,1999-10-08,466.637
z,north_pacific,north_pacific,True,2004-10-06,2001-08-23,504.331
z,north_pacific,north_pacific,True,2004-10-06,1964-11-02,514.394
z,north_pacific,north_pacific,True,2004-10-06,2021-10-15,524.405
z,north_pacific,north_pacific,True,2004-10-08,1962-10-02,596.022
z,north_pacific,north_pacific,True,2004-10-08,1979-09-27,609.088
z,north_pacific,north_pacific,True,2004-10-08,2019-09-11,617.11
z,north_pacific,north_pacific,True,2004-10-08,2004-09-10,625.806
z,north_pacific,north_pacific,True,2004-10-08,1998-09-08,632.948
z,north_pacific,north_pacific,True,2011-11-04,2012-12-13,577.118
z,north_pacific,north_pacific,True,2011-11-04,1994-11-18,715.732
z,north_pacific,north_pacific,True,2011-11-04,2003-11-24,770.715
z,north_pacific,north_pacific,True,2011-11-04,1978-12-18,801.866
z,north_pacific,north_pacific,True,2011-11-04,1961-11-19,814.409
z,north_pacific,north_pacific,True,2011-11-06,2012-12-14,641.135
z,north_pacific,north_pacific,True,2011-11-06,1961-11-20,674.969
z,north_pacific,north_pacific,True,2011-11-06,1994-11-18,681.053
z,north_pacific,north_pacific,True,2011-11-06,1978-11-04,700.094
z,north_pacific,north_pacific,True,2011-11-06,2013-11-04,742.44
z,north_pacific,northern_hs,False,2004-10-06,1999-10-08,454.75
z,north_pacific,northern_hs,False,2004-10-06,1995-10-09,493.922
z,north_pacific,northern_hs,False,2004-10-06,2011-09-23,522.971
z,north_pacific,northern_hs,False,2004-10-06,2021-10-15,560.962
z,north_pacific,northern_hs,False,2004-10-06,2008-10-06,573.713
z,north_pacific,northern_hs,False,2004-10-08,1962-10-01,613.325
z,north_pacific,northern_hs,False,2004-10-08,2011-10-19,613.885
z,north_pacific,northern_hs,False,2004-10-08,1998-10-13,645.035
z,north_pacific,northern_hs,False,2004-10-08,1995-10-07,671.842
z,north_pacific,northern_hs,False,2004-10-08,2003-10-11,684.796
z,north_pacific,northern_hs,False,2011-11-04,1994-11-18,761.521
z,north_pacific,northern_hs,False,2011-11-04,2003-11-24,809.551
z,north_pacific,northern_hs,False,2011-11-04,2000-10-10,820.576
z,north_pacific,northern_hs,False,2011-11-04,1961-11-19,830.306
z,north_pacific,northern_hs,False,2011-11-04,2015-11-10,845.027
z,north_pacific,northern_hs,False,2011-11-06,1994-11-18,643.271
z,north_pacific,northern_hs,False,2011-11-06,1961-11-19,648.143
z,north_pacific,northern_hs,False,2011-11-06,1978-11-05,730.754
z,north_pacific,northern_hs,False,2011-11-06,2013-11-04,785.343
z,north_pacific,northern_hs,False,2011-11-06,1975-11-10,795.317
z,north_pacific,northern_hs,True,2004-10-06,1995-10-09,456.016
z,north_pacific,northern_hs,True,2004-10-06,1999-10-08,466.637
z,north_pacific,northern_hs,True,2004-10-06,2001-08-23,504.331
z,north_pacific,northern_hs,True,2004-10-06,1964-11-02,514.394
z,north_pacific,northern_hs,True,2004-10-06,2021-10-15,524.405
z,north_pacific,northern_hs,True,2004-10-08,1962-10-02,596.022
z,north_pacific,northern_hs,True,2004-10-08,1979-09-27,609.088
z,north_pacific,northern_hs,True,2004-10-08,2019-09-11,617.11
z,north_pacific,northern_hs,True,2004-10-08,2004-09-10,625.806
z,north_pacific,northern_hs,True,2004-10-08,1998-09-08,632.948
z,north_pacific,northern_hs,True,2011-11-04,2012-12-13,577.118
z,north_pacific,northern_hs,True,2011-11-04,1994-11-18,715.732
z,north_pacific,northern_hs,True,2011-11-04,2003-11-24,770.715
z,north_pacific,northern_hs,True,2011-11-04,1978-12-18,801.866
z,north_pacific,northern_hs,True,2011-11-04,1961-11-19,814.409
z,north_pacific,northern_hs,True,2011-11-06,2012-12-14,641.135
z,north_pacific,northern_hs,True,2011-11-06,1961-11-20,674.969
z,north_pacific,northern_hs,True,2011-11-06,1994-11-18,681.053
z,north_pacific,northern_hs,True,2011-11-06,1978-11-04,700.094
z,north_pacific,northern_hs,True,2011-11-06,2013-11-04,742.44
z,north_pacific,panarctic,False,2004-10-06,1999-10-08,454.75
z,north_pacific,panarctic,False,2004-10-06,1995-10-09,493.922
z,north_pacific,panarctic,False,2004-10-06,2011-09-23,522.971
z,north_pacific,panarctic,False,2004-10-06,2021-10-15,560.962
z,north_pacific,panarctic,False,2004-10-06,2008-10-06,573.713
z,north_pacific,panarctic,False,2004-10-08,1962-10-01,613.325
z,north_pacific,panarctic,False,2004-10-08,2011-10-19,613.885
z,north_pacific,panarctic,False,2004-10-08,1998-10-13,645.035
z,north_pacific,panarctic,False,2004-10-08,1995-10-07,671.842
z,north_pacific,panarctic,False,2004-10-08,2003-10-11,684.796
z,north_pacific,panarctic,False,2011-11-04,1994-11-18,761.521
z,north_pacific,panarctic,False,2011-11-04,2003-11-24,809.551
z,north_pacific,panarctic,False,2011-11-04,2000-10-10,820.576
z,north_pacific,panarctic,False,2011-11-04,1961-11-19,830.306
z,north_pacific,panarctic,False,2011-11-04,2015-11-10,845.027
z,north_pacific,panarctic,False,2011-11-06,1994-11-18,643.271
z,north_pacific,panarctic,False,2011-11-06,1961-11-19,648.143
z,north_pacific,panarctic,False,2011-11-06,1978-11-05,730.754
z,north_pacific,panarctic,False,2011-11-06,2013-11-04,785.343
z,north_pacific,panarctic,False,2011-11-06,1975-11-10,795.317
z,north_pacific,panarctic,True,2004-10-06,1995-10-09,456.016
z,north_pacific,panarctic,True,2004-10-06,1999-10-08,466.637
z,north_pacific,panarctic,True,2004-10-06,2001-08-23,504.331
z,north_pacific,panarctic,True,2004-10-06,1964-11-02,514.394
z,north_pacific,panarctic,True,2004-10-06,2021-10-15,524.405
z,north_pacific,panarctic,True,2004-10-08,1962-10-02,596.022
z,north_pacific,panarctic,True,2004-10-08,1979-09-27,609.088
z,north_pacific,panarctic,True,2004-10-08,2019-09-11,617.11
z,north_pacific,panarctic,True,2004-10-08,2004-09-10,625.806
z,north_pacific,panarctic,True,2004-10-08,1998-09-08,632.948
z,north_pacific,panarctic,True,2011-11-04,2012-12-13,577.118
z,north_pacific,panarctic,True,2011-11-04,1994-11-18,715.732
z,north_pacific,panarctic,True,2011-11-04,2003-11-24,770.715
z,north_pacific,panarctic,True,2011-11-04,1978-12-18,801.866
z,north_pacific,panarctic,True,2011-11-04,1961-11-19,814.409
z,north_pacific,panarctic,True,2011-11-06,2012-12-14,641.135
z,north_pacific,panarctic,True,2011-11-06,1961-11-20,674.969
z,north_pacific,panarctic,True,2011-11-06,1994-11-18,681.053
z,north_pacific,panarctic,True,2011-11-06,1978-11-04,700.094
z,north_pacific,panarctic,True,2011-11-06,2013-11-04,742.44
z,northern_hs,alaska,False,2004-10-06,2006-10-01,761.075
z,northern_hs,alaska,False,2004-10-06,1993-10-05,789.914
z,northern_hs,alaska,False,2004-10-06,1960-09-24,794.522
z,northern_hs,alaska,False,2004-10-06,1966-10-08,797.132
z,northern_hs,alaska,False,2004-10-06,2014-10-11,817.972
z,northern_hs,alaska,False,2004-10-08,2006-10-01,756.414
z,northern_hs,alaska,False,2004-10-08,1979-09-28,774.333
z,northern_hs,alaska,False,2004-10-08,1966-10-09,778.46
z,northern_hs,alaska,False,2004-10-08,1960-10-06,791.299
z,northern_hs,alaska,False,2004-10-08,2014-10-14,799.12
z,northern_hs,alaska,False,2011-11-04,2004-10-29,893.748
z,northern_hs,alaska,False,2011-11-04,1977-10-29,916.569
z,northern_hs,alaska,False,2011-11-04,1976-10-14,940.917
z,northern_hs,alaska,False,2011-11-04,2015-11-03,965.208
z,northern_hs,alaska,False,2011-11-04,2009-11-11,978.088
z,northern_hs,alaska,False,2011-11-06,2015-11-09,972.816
z,northern_hs,alaska,False,2011-11-06,1977-10-31,999.23
z,northern_hs,alaska,False,2011-11-06,1999-11-07,1003.187
z,northern_hs,alaska,False,2011-11-06,1979-10-30,1012.043
z,northern_hs,alaska,False,2011-11-06,1987-10-25,1023.684
z,northern_hs,alaska,True,2004-10-06,2014-09-18,701.133
z,northern_hs,alaska,True,2004-10-06,2006-10-01,729.346
z,northern_hs,alaska,True,2004-10-06,1998-09-09,730.045
z,northern_hs,alaska,True,2004-10-06,2007-08-30,738.87
z,northern_hs,alaska,True,2004-10-06,2011-08-28,746.185
